station_number,state_code,state_name,country
8171,WA,West Australia,Australia
8172,WA,West Australia,Australia
8173,WA,West Australia,Australia
8174,WA,West Australia,Australia
8175,WA,West Australia,Australia
8176,WA,West Australia,Australia
8177,WA,West Australia,Australia
8178,WA,West Australia,Australia
8179,WA,West Australia,Australia
8180,WA,West Australia,Australia
8181,WA,West Australia,Australia
8182,WA,West Australia,Australia
8183,WA,West Australia,Australia
8184,WA,West Australia,Australia
8185,WA,West Australia,Australia
8186,WA,West Australia,Australia
8187,WA,West Australia,Australia
8188,WA,West Australia,Australia
8189,WA,West Australia,Australia
8190,WA,West Australia,Australia
8191,WA,West Australia,Australia
8192,WA,West Australia,Australia
8193,WA,West Australia,Australia
8194,WA,West Australia,Australia
8195,WA,West Australia,Australia
8196,WA,West Australia,Australia
8197,WA,West Australia,Australia
8198,WA,West Australia,Australia
8199,WA,West Australia,Australia
8200,WA,West Australia,Australia
8201,WA,West Australia,Australia
8202,WA,West Australia,Australia
8203,WA,West Australia,Australia
8204,WA,West Australia,Australia
8205,WA,West Australia,Australia
8206,WA,West Australia,Australia
8207,WA,West Australia,Australia
8208,WA,West Australia,Australia
8209,WA,West Australia,Australia
8210,WA,West Australia,Australia
8211,WA,West Australia,Australia
8212,WA,West Australia,Australia
8213,WA,West Australia,Australia
8214,WA,West Australia,Australia
8215,WA,West Australia,Australia
8216,WA,West Australia,Australia
8217,WA,West Australia,Australia
8218,WA,West Australia,Australia
8219,WA,West Australia,Australia
8220,WA,West Australia,Australia
8221,WA,West Australia,Australia
8222,WA,West Australia,Australia
8223,WA,West Australia,Australia
8224,WA,West Australia,Australia
8225,WA,West Australia,Australia
8226,WA,West Australia,Australia
8227,WA,West Australia,Australia
8228,WA,West Australia,Australia
8229,WA,West Australia,Australia
8230,WA,West Australia,Australia
8231,WA,West Australia,Australia
8232,WA,West Australia,Australia
8233,WA,West Australia,Australia
8234,WA,West Australia,Australia
8235,WA,West Australia,Australia
8236,WA,West Australia,Australia
8237,WA,West Australia,Australia
8238,WA,West Australia,Australia
8239,WA,West Australia,Australia
8240,WA,West Australia,Australia
8241,WA,West Australia,Australia
8242,WA,West Australia,Australia
8243,WA,West Australia,Australia
8244,WA,West Australia,Australia
8245,WA,West Australia,Australia
8246,WA,West Australia,Australia
8247,WA,West Australia,Australia
8248,WA,West Australia,Australia
8249,WA,West Australia,Australia
8250,WA,West Australia,Australia
8251,WA,West Australia,Australia
8252,WA,West Australia,Australia
8253,WA,West Australia,Australia
8254,WA,West Australia,Australia
8255,WA,West Australia,Australia
8256,WA,West Australia,Australia
8257,WA,West Australia,Australia
8258,WA,West Australia,Australia
8259,WA,West Australia,Australia
8260,WA,West Australia,Australia
8261,WA,West Australia,Australia
8262,WA,West Australia,Australia
8263,WA,West Australia,Australia
8264,WA,West Australia,Australia
8265,WA,West Australia,Australia
8266,WA,West Australia,Australia
8267,WA,West Australia,Australia
8268,WA,West Australia,Australia
8269,WA,West Australia,Australia
8270,WA,West Australia,Australia
8271,WA,West Australia,Australia
8272,WA,West Australia,Australia
8273,WA,West Australia,Australia
8274,WA,West Australia,Australia
8275,WA,West Australia,Australia
8276,WA,West Australia,Australia
8277,WA,West Australia,Australia
8278,WA,West Australia,Australia
8279,WA,West Australia,Australia
8280,WA,West Australia,Australia
8281,WA,West Australia,Australia
8282,WA,West Australia,Australia
8283,WA,West Australia,Australia
8284,WA,West Australia,Australia
8285,WA,West Australia,Australia
8286,WA,West Australia,Australia
8287,WA,West Australia,Australia
8288,WA,West Australia,Australia
8289,WA,West Australia,Australia
8290,WA,West Australia,Australia
8291,WA,West Australia,Australia
8292,WA,West Australia,Australia
8293,WA,West Australia,Australia
8294,WA,West Australia,Australia
8295,WA,West Australia,Australia
8296,WA,West Australia,Australia
8297,WA,West Australia,Australia
8298,WA,West Australia,Australia
8299,WA,West Australia,Australia
8300,WA,West Australia,Australia
8301,WA,West Australia,Australia
8302,WA,West Australia,Australia
8303,WA,West Australia,Australia
8304,WA,West Australia,Australia
8305,WA,West Australia,Australia
8306,WA,West Australia,Australia
8307,WA,West Australia,Australia
8308,WA,West Australia,Australia
8309,WA,West Australia,Australia
8310,WA,West Australia,Australia
8311,WA,West Australia,Australia
8312,WA,West Australia,Australia
8313,WA,West Australia,Australia
8314,WA,West Australia,Australia
8315,WA,West Australia,Australia
9000,WA,West Australia,Australia
9001,WA,West Australia,Australia
9002,WA,West Australia,Australia
9003,WA,West Australia,Australia
9004,WA,West Australia,Australia
9005,WA,West Australia,Australia
9006,WA,West Australia,Australia
9007,WA,West Australia,Australia
9008,WA,West Australia,Australia
9009,WA,West Australia,Australia
9010,WA,West Australia,Australia
9011,WA,West Australia,Australia
9012,WA,West Australia,Australia
9013,WA,West Australia,Australia
9014,WA,West Australia,Australia
9015,WA,West Australia,Australia
9016,WA,West Australia,Australia
9017,WA,West Australia,Australia
9018,WA,West Australia,Australia
9019,WA,West Australia,Australia
9020,WA,West Australia,Australia
9021,WA,West Australia,Australia
9022,WA,West Australia,Australia
9023,WA,West Australia,Australia
9024,WA,West Australia,Australia
9025,WA,West Australia,Australia
9026,WA,West Australia,Australia
9027,WA,West Australia,Australia
9028,WA,West Australia,Australia
9029,WA,West Australia,Australia
9030,WA,West Australia,Australia
9031,WA,West Australia,Australia
9032,WA,West Australia,Australia
9033,WA,West Australia,Australia
9034,WA,West Australia,Australia
9035,WA,West Australia,Australia
9036,WA,West Australia,Australia
9037,WA,West Australia,Australia
9038,WA,West Australia,Australia
9039,WA,West Australia,Australia
9040,WA,West Australia,Australia
9041,WA,West Australia,Australia
9042,WA,West Australia,Australia
9043,WA,West Australia,Australia
9044,WA,West Australia,Australia
9045,WA,West Australia,Australia
9046,WA,West Australia,Australia
9047,WA,West Australia,Australia
9048,WA,West Australia,Australia
9049,WA,West Australia,Australia
9050,WA,West Australia,Australia
9051,WA,West Australia,Australia
9052,WA,West Australia,Australia
9053,WA,West Australia,Australia
9054,WA,West Australia,Australia
9055,WA,West Australia,Australia
9056,WA,West Australia,Australia
9057,WA,West Australia,Australia
9058,WA,West Australia,Australia
9059,WA,West Australia,Australia
9060,WA,West Australia,Australia
9061,WA,West Australia,Australia
9062,WA,West Australia,Australia
9063,WA,West Australia,Australia
9064,WA,West Australia,Australia
9065,WA,West Australia,Australia
9066,WA,West Australia,Australia
9067,WA,West Australia,Australia
9068,WA,West Australia,Australia
9069,WA,West Australia,Australia
9070,WA,West Australia,Australia
9071,WA,West Australia,Australia
9072,WA,West Australia,Australia
9073,WA,West Australia,Australia
9074,WA,West Australia,Australia
9075,WA,West Australia,Australia
9076,WA,West Australia,Australia
9077,WA,West Australia,Australia
9078,WA,West Australia,Australia
9079,WA,West Australia,Australia
9080,WA,West Australia,Australia
9081,WA,West Australia,Australia
9082,WA,West Australia,Australia
9083,WA,West Australia,Australia
9084,WA,West Australia,Australia
9085,WA,West Australia,Australia
9086,WA,West Australia,Australia
9087,WA,West Australia,Australia
9088,WA,West Australia,Australia
9089,WA,West Australia,Australia
9090,WA,West Australia,Australia
9091,WA,West Australia,Australia
9092,WA,West Australia,Australia
9093,WA,West Australia,Australia
9094,WA,West Australia,Australia
9095,WA,West Australia,Australia
9096,WA,West Australia,Australia
9097,WA,West Australia,Australia
9098,WA,West Australia,Australia
9099,WA,West Australia,Australia
9100,WA,West Australia,Australia
9101,WA,West Australia,Australia
9102,WA,West Australia,Australia
9103,WA,West Australia,Australia
9104,WA,West Australia,Australia
9105,WA,West Australia,Australia
9106,WA,West Australia,Australia
9107,WA,West Australia,Australia
9108,WA,West Australia,Australia
9109,WA,West Australia,Australia
9110,WA,West Australia,Australia
9111,WA,West Australia,Australia
9112,WA,West Australia,Australia
9113,WA,West Australia,Australia
9114,WA,West Australia,Australia
9115,WA,West Australia,Australia
9116,WA,West Australia,Australia
9117,WA,West Australia,Australia
9118,WA,West Australia,Australia
9119,WA,West Australia,Australia
9120,WA,West Australia,Australia
9121,WA,West Australia,Australia
9122,WA,West Australia,Australia
9123,WA,West Australia,Australia
9124,WA,West Australia,Australia
9125,WA,West Australia,Australia
9126,WA,West Australia,Australia
9127,WA,West Australia,Australia
9128,WA,West Australia,Australia
9129,WA,West Australia,Australia
9130,WA,West Australia,Australia
9131,WA,West Australia,Australia
9132,WA,West Australia,Australia
9133,WA,West Australia,Australia
9134,WA,West Australia,Australia
9135,WA,West Australia,Australia
9136,WA,West Australia,Australia
9137,WA,West Australia,Australia
9138,WA,West Australia,Australia
9139,WA,West Australia,Australia
9140,WA,West Australia,Australia
9141,WA,West Australia,Australia
9142,WA,West Australia,Australia
9143,WA,West Australia,Australia
9144,WA,West Australia,Australia
9145,WA,West Australia,Australia
9146,WA,West Australia,Australia
9147,WA,West Australia,Australia
9148,WA,West Australia,Australia
9149,WA,West Australia,Australia
9150,WA,West Australia,Australia
9151,WA,West Australia,Australia
9152,WA,West Australia,Australia
9153,WA,West Australia,Australia
9154,WA,West Australia,Australia
9155,WA,West Australia,Australia
9156,WA,West Australia,Australia
9157,WA,West Australia,Australia
9158,WA,West Australia,Australia
9159,WA,West Australia,Australia
9160,WA,West Australia,Australia
9161,WA,West Australia,Australia
9162,WA,West Australia,Australia
9163,WA,West Australia,Australia
9164,WA,West Australia,Australia
9165,WA,West Australia,Australia
9166,WA,West Australia,Australia
9167,WA,West Australia,Australia
9168,WA,West Australia,Australia
9169,WA,West Australia,Australia
9170,WA,West Australia,Australia
9171,WA,West Australia,Australia
9172,WA,West Australia,Australia
9173,WA,West Australia,Australia
9174,WA,West Australia,Australia
9175,WA,West Australia,Australia
9176,WA,West Australia,Australia
9177,WA,West Australia,Australia
9178,WA,West Australia,Australia
9179,WA,West Australia,Australia
9180,WA,West Australia,Australia
9181,WA,West Australia,Australia
9182,WA,West Australia,Australia
9183,WA,West Australia,Australia
9184,WA,West Australia,Australia
9185,WA,West Australia,Australia
9186,WA,West Australia,Australia
9187,WA,West Australia,Australia
9188,WA,West Australia,Australia
9189,WA,West Australia,Australia
9190,WA,West Australia,Australia
9191,WA,West Australia,Australia
9192,WA,West Australia,Australia
9193,WA,West Australia,Australia
9194,WA,West Australia,Australia
9195,WA,West Australia,Australia
9196,WA,West Australia,Australia
9197,WA,West Australia,Australia
9198,WA,West Australia,Australia
9199,WA,West Australia,Australia
9200,WA,West Australia,Australia
9201,WA,West Australia,Australia
9202,WA,West Australia,Australia
9203,WA,West Australia,Australia
9204,WA,West Australia,Australia
9205,WA,West Australia,Australia
9206,WA,West Australia,Australia
9207,WA,West Australia,Australia
9208,WA,West Australia,Australia
9209,WA,West Australia,Australia
9210,WA,West Australia,Australia
9211,WA,West Australia,Australia
9212,WA,West Australia,Australia
9213,WA,West Australia,Australia
9214,WA,West Australia,Australia
9215,WA,West Australia,Australia
9216,WA,West Australia,Australia
9217,WA,West Australia,Australia
9218,WA,West Australia,Australia
9219,WA,West Australia,Australia
9220,WA,West Australia,Australia
9221,WA,West Australia,Australia
9222,WA,West Australia,Australia
9223,WA,West Australia,Australia
9224,WA,West Australia,Australia
9225,WA,West Australia,Australia
9226,WA,West Australia,Australia
9227,WA,West Australia,Australia
9228,WA,West Australia,Australia
9229,WA,West Australia,Australia
9230,WA,West Australia,Australia
9231,WA,West Australia,Australia
9232,WA,West Australia,Australia
9233,WA,West Australia,Australia
9234,WA,West Australia,Australia
9235,WA,West Australia,Australia
9236,WA,West Australia,Australia
9237,WA,West Australia,Australia
9238,WA,West Australia,Australia
9239,WA,West Australia,Australia
9240,WA,West Australia,Australia
9241,WA,West Australia,Australia
9242,WA,West Australia,Australia
9243,WA,West Australia,Australia
9244,WA,West Australia,Australia
9245,WA,West Australia,Australia
9246,WA,West Australia,Australia
9247,WA,West Australia,Australia
9248,WA,West Australia,Australia
9249,WA,West Australia,Australia
9250,WA,West Australia,Australia
